Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
10,0,0.63,495,0.18,1.31,495,295,0.4695
11,1,635,505,165,1251,577,227,0.3825
9,1,635,0.49,155,1145,0.4775,0.3035,0.3155
9,0,635,0.5,0.18,1154,0.4405,0.2315,387
11,1,0.64,485,145,1.1335,0.5525,0.2505,0.3015
9,1,0.64,0.5,0.15,1.2015,559,231,0.3355
11,0,0.65,505,0.17,1.5595,695,0.3515,395
12,0,0.65,0.51,175,1.3165,0.6345,0.2605,364
11,0,655,0.54,165,1403,0.6955,0.2385,0.42
9,1,655,0.49,0.16,1204,0.5455,0.2615,0.3225
11,1,655,455,0.17,1.2895,587,0.3165,0.3415
10,1,0.66,0.53,0.18,1.5175,0.7765,302,401
10,0,665,525,155,1.3575,0.5325,0.3045,0.4485
11,0,675,0.52,145,1.3645,557,0.3405,385
11,1,0.68,0.52,185,1494,615,0.3935,406
11,1,0.68,0.56,195,1664,0.58,0.3855,545
10,0,685,0.51,165,1545,686,0.3775,0.4055
11,1,695,535,0.2,1.5855,667,334,471
11,1,0.7,555,0.22,1666,647,0.4285,455
13,0,0.71,0.56,175,1724,566,0.4575,0.4625
14,1,0.73,0.55,205,1908,0.5415,0.3565,0.5965
11,1,755,575,0.2,2073,1.0135,0.4655,0.48
4,2,225,0.17,0.05,0.0515,19,12,17
5,2,0.23,0.17,0.05,57,26,13,16
6,2,255,185,0.06,0.0925,39,21,25
7,2,355,0.27,75,204,0.3045,46,0.0595
7,2,425,0.31,95,0.3075,139,0.0745,93
8,2,425,0.32,85,262,0.1235,67,0.0725
8,0,455,0.35,0.11,458,0.2,111,0.1305
10,0,0.46,355,0.14,491,207,115,174
10,0,495,0.38,0.12,474,197,0.1065,0.1545
11,0,0.51,395,125,0.5805,244,0.1335,188
11,1,0.52,0.43,0.15,728,302,0.1575,235
9,0,525,0.4,0.13,622,0.2655,147,184
9,0,0.53,415,0.12,706,0.3355,0.1635,0.1345
9,1,0.53,395,115,0.5685,249,0.1375,161
11,0,545,435,145,0.9385,0.3685,0.1245,345
8,1,0.55,0.43,0.15,655,0.2635,122,221
9,0,575,0.48,0.15,0.9465,0.4355,0.2605,0.2505
10,0,0.58,0.43,125,0.9115,446,0.2075,121
11,0,595,455,145,942,0.43,182,277
8,0,0.6,465,0.18,1193,0.5145,315,0.3055
11,0,645,0.5,0.18,1461,0.5985,0.2425,439
10,0,0.66,525,0.2,1489,0.6065,0.3795,421
5,2,0.29,215,0.06,0.1115,53,0.0185,32
5,2,0.3,0.22,65,0.1235,59,26,0.0315
5,2,0.37,275,0.1,0.2815,0.1505,0.0505,68
7,2,375,285,0.08,226,0.0975,0.04,0.0725
7,2,0.38,0.29,85,0.2285,88,0.0465,75
8,2,395,0.3,0.12,0.2995,0.1265,68,0.0895
8,2,0.41,325,105,361,0.1605,0.0665,103
7,2,415,0.32,115,0.3045,0.1215,0.0735,94
7,2,425,325,105,0.3975,0.1815,81,0.1175
7,2,0.44,0.34,0.1,379,0.1725,0.0815,101
6,2,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185
10,0,465,405,135,0.7775,436,0.1715,0.1455
8,1,0.47,0.36,0.1,0.4705,0.1635,89,0.1385
8,0,0.51,415,145,751,0.3295,0.1835,203
10,1,525,0.4,135,714,318,138,208
9,1,525,0.4,0.13,0.6995,0.3115,131,223
7,1,0.55,425,0.14,952,0.4895,0.1945,0.2185
8,0,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315
9,0,575,0.45,135,0.9215,354,209,0.2365
10,1,575,0.45,135,0.8285,362,0.1655,236
10,0,585,0.46,0.15,1206,581,216,323
11,0,615,495,155,1.2865,435,293,0.3245
9,1,0.62,485,155,1.1945,0.5105,271,352
10,1,0.63,495,0.19,1.1655,536,0.2115,0.1625
10,1,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105
11,0,0.67,515,165,1.1735,526,285,316
11,0,675,505,0.16,1532,0.74,357,0.3815
10,1,685,0.53,0.17,1.5105,0.7385,0.3525,0.3725
9,1,485,0.39,0.1,0.5565,0.2215,0.1155,185
8,0,0.46,0.36,125,547,0.2165,0.1105,0.19
9,0,0.46,0.35,125,0.5165,0.1885,0.1145,185
11,0,535,0.42,125,764,312,0.1505,265
10,0,465,0.36,105,488,188,0.0845,0.19
10,0,0.51,0.4,0.14,0.6905,259,151,0.23
11,2,335,0.26,0.09,0.1835,78,24,65
20,0,0.55,425,0.16,0.97,0.2885,139,0.48
5,2,0.18,135,0.08,33,0.0145,7,0.01
5,2,215,165,55,59,0.0265,0.0125,0.0185
4,2,0.2,0.15,0.04,46,21,7,0.0065
9,1,625,0.48,0.2,1.3235,0.6075,0.3055,355
13,0,0.55,0.42,0.17,0.8465,336,0.2405,245
14,0,585,0.45,0.15,1047,0.4315,276,315
13,1,645,0.5,0.18,1.2785,0.5345,0.2995,345
12,1,0.71,0.53,195,1.8745,0.6755,0.4065,0.6855
24,1,0.7,0.54,215,1978,0.6675,0.3125,0.71
10,1,655,505,165,1367,0.5835,0.3515,396
21,1,665,0.5,175,1742,595,0.3025,725
11,1,0.47,375,105,513,232,142,0.13
9,0,425,335,0.1,0.4085,0.1755,92,135
7,0,0.54,0.41,0.13,0.56,0.2375,0.1065,175
9,0,505,395,125,635,0.29,0.1555,175
10,0,535,0.44,165,875,279,0.18,0.3
9,1,0.43,0.35,0.09,397,0.1575,89,0.12
9,0,0.55,435,0.11,806,0.3415,203,215
6,1,0.34,255,85,204,97,21,0.05
7,2,275,0.2,65,0.1165,0.0565,13,35
6,1,335,0.22,0.07,0.17,76,0.0365,0.05
15,0,0.64,0.49,0.14,1194,0.4445,238,375
9,1,0.55,0.44,125,765,0.33,0.2125,245
13,1,0.64,475,0.19,1151,0.4365,281,0.3805
9,1,545,0.41,115,0.6765,0.29,158,0.22
18,1,0.64,0.54,175,1571,627,271,475
15,0,605,0.49,155,1153,503,0.2505,295
15,0,605,0.47,115,1114,0.3925,291,0.31
10,0,0.56,0.45,155,0.9125,0.3595,271,0.35
14,1,0.57,465,155,872,0.3245,239,285
13,0,525,405,0.16,792,316,0.1455,0.28
11,1,505,405,0.18,606,239,0.1235,0.18
6,0,0.35,265,0.09,0.2265,0.0995,0.0575,65
9,0,0.45,355,0.12,0.3955,147,0.0765,145
11,2,0.51,405,0.12,0.61,229,131,235
12,1,0.49,0.38,0.13,539,229,0.1355,165
15,1,505,0.41,135,657,291,133,195
8,0,0.38,0.3,0.1,0.2505,106,0.0535,0.0775
8,2,0.27,195,0.07,102,45,0.0135,34
7,1,0.37,295,0.1,0.2685,0.1165,56,0.0835
11,0,0.5,385,135,551,0.2245,0.0715,206
10,0,645,505,165,1307,0.4335,262,0.52
11,0,565,0.44,115,0.9185,404,0.1785,0.29
13,1,0.67,545,175,1707,0.6995,387,575
11,1,0.59,415,0.15,0.8805,0.3645,234,235
6,1,0.47,0.36,0.11,0.4965,237,127,0.13
8,1,0.51,385,135,632,282,145,0.17
16,0,0.72,575,0.23,2.2695,0.8835,0.3985,665
7,0,0.55,405,0.15,0.9235,412,0.2135,0.24
5,2,0.2,145,25,0.0345,11,0.0075,0.01
13,0,0.65,515,0.18,1.3315,0.5665,347,405
14,1,525,405,115,0.72,0.3105,0.1915,0.2
20,0,565,435,185,1032,354,0.2045,0.31
12,1,0.61,0.47,0.16,1017,426,0.2255,0.32
18,1,545,405,175,0.98,0.2585,207,0.38
5,2,325,245,75,0.1495,0.0605,33,45
7,2,0.31,235,75,0.1515,56,0.0315,0.05
11,0,0.45,335,0.14,478,0.1865,115,0.16
9,1,0.49,0.38,155,578,0.2395,0.1255,0.18
10,1,505,405,0.16,0.6835,271,145,215
6,1,385,0.3,0.1,0.2725,0.1115,57,0.08
17,1,0.62,485,0.22,1511,0.5095,284,0.51
17,1,635,505,185,1.3035,501,295,0.41
15,1,665,0.53,185,1.3955,456,0.3205,0.49
9,0,335,265,95,0.1975,0.0795,0.0375,0.07
8,2,295,215,75,116,37,0.0295,0.04
15,2,0.48,0.38,125,523,0.2105,0.1045,175
9,2,0.32,0.25,0.08,0.1565,57,34,0.06
14,2,0.43,0.34,125,384,0.1375,61,146
12,0,565,0.45,0.14,1.0055,0.3785,244,265
10,1,0.6,0.48,165,1.1345,0.4535,0.27,335
14,1,585,0.46,0.17,1.0835,0.3745,326,325
13,1,555,0.42,0.14,868,0.33,243,0.21
14,1,0.57,495,0.16,1.0915,452,275,315
11,1,0.62,485,175,1271,531,0.3075,0.37
16,0,0.63,0.51,0.19,1.4985,0.4125,0.3075,545
10,0,425,0.34,0.12,388,149,87,125
14,1,0.64,505,0.19,1.2355,0.4435,0.3105,365
16,0,675,525,175,1402,483,0.3205,465
11,0,0.5,0.4,145,0.6025,216,138,0.21
9,0,385,305,0.09,0.2775,109,0.0515,0.1
18,0,0.52,435,195,973,0.2985,0.2135,355
8,0,0.52,415,175,753,258,171,255
16,0,0.64,525,0.2,1.3765,0.44,0.3075,0.47
9,2,0.44,0.35,0.12,375,0.1425,0.0965,115
10,1,0.42,0.32,0.13,0.4135,0.1645,106,119
13,1,0.45,0.35,135,0.56,231,137,145
9,2,0.42,325,125,0.3915,0.1575,0.1025,115
12,1,0.64,505,0.19,1.2765,0.4835,328,0.4
11,0,0.57,455,0.15,0.96,387,0.2385,275
12,0,0.41,325,0.12,0.3745,158,81,125
13,0,485,0.41,0.15,696,0.2405,0.1625,265
12,1,0.61,0.48,0.19,1.2955,0.5215,0.3225,365
13,1,0.59,485,205,1.2315,0.4525,238,0.42
14,0,665,535,155,1383,596,0.2565,485
8,2,345,285,0.1,0.2225,0.0865,58,75
18,0,635,0.51,155,1156,428,289,315
14,0,695,0.53,0.15,1477,0.6375,0.3025,0.43
15,1,0.69,0.54,185,1.5715,0.6935,318,0.47
15,0,555,435,135,858,377,0.1585,0.29
14,0,0.65,525,0.19,1.4995,0.6265,0.4005,395
15,0,635,0.48,0.19,1467,0.5825,303,0.42
14,1,655,0.51,0.16,1092,396,0.2825,0.37
19,1,0.69,555,205,1.8165,0.7785,0.4395,515
13,1,695,0.55,0.16,1.6365,694,0.3005,0.44
13,0,0.55,435,0.16,906,342,219,295
15,1,0.61,495,0.19,1213,464,306,365
11,0,595,0.5,165,1.06,402,0.28,275
6,0,0.3,0.24,0.09,161,0.0725,39,0.05
9,1,435,0.35,125,459,197,0.1145,145
8,2,455,375,125,533,233,106,185
12,0,0.48,0.38,0.13,0.6175,0.3,142,175
6,2,0.43,0.35,105,366,0.1705,0.0855,0.11
7,1,435,0.35,105,0.4195,194,0.1005,0.13
5,2,0.3,0.23,75,0.15,0.0605,42,45
12,1,575,0.48,0.15,0.8745,375,193,0.29
9,0,505,385,0.11,655,0.3185,0.15,185
7,0,455,375,125,484,0.2155,102,165
18,0,0.64,505,165,1.4435,0.6145,0.3035,0.39
13,1,0.56,435,125,0.8775,0.3345,0.2145,0.29
12,1,645,0.52,0.19,1.3105,0.58,288,0.37
14,1,595,485,145,1.2515,0.5035,0.2925,0.33
17,0,565,0.45,115,0.9085,398,197,0.29
12,1,655,0.5,0.14,1.1705,0.5405,0.3175,285
14,0,0.48,0.38,135,528,0.2,0.1395,0.16
11,1,495,385,135,0.6625,0.3005,0.1635,185
10,1,0.4,335,115,0.4335,0.2105,0.1205,0.12
11,0,0.41,0.31,125,0.3595,0.1415,0.0885,115
12,1,595,465,145,1107,402,0.2415,0.31
13,1,625,475,0.13,0.8595,0.3195,0.1775,0.24
17,0,0.52,425,155,0.7735,297,123,255
11,0,465,0.36,125,0.4365,169,0.1075,145
13,1,475,375,0.14,501,192,0.1175,175
18,1,0.5,405,0.14,0.6735,265,124,0.25
12,0,0.46,355,0.11,415,215,82,0.13
12,0,485,385,125,0.4775,0.2,0.0785,0.17
15,1,465,0.39,0.14,0.5555,213,0.1075,215
12,0,525,415,0.16,0.6445,0.26,0.1575,0.22
18,1,655,0.53,0.19,1428,493,318,565
24,0,0.69,0.54,185,1.6195,533,353,555
11,0,0.55,0.45,0.17,0.81,317,157,0.22
13,1,0.58,475,165,1.0385,414,0.26,305
11,1,0.59,475,155,0.9715,371,235,0.28
11,0,565,0.44,155,868,348,217,0.26
13,1,665,0.57,185,1522,0.6965,0.3025,405
14,1,0.62,0.51,175,1.1255,0.4985,227,315
12,0,0.55,0.46,0.13,0.7085,305,0.1455,205
15,1,605,475,145,1.0185,0.4695,225,0.27
15,0,535,0.42,0.16,0.72,275,164,225
12,1,0.51,395,0.12,0.6175,262,122,193
9,0,0.53,405,0.13,738,0.2845,0.17,193
11,1,495,375,0.15,597,0.2615,135,178
13,0,575,455,185,1156,0.5525,243,295
14,1,0.63,0.5,0.16,1.22,0.4905,0.3,345
14,0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
14,1,605,485,165,1.0735,437,205,0.33
17,0,645,0.5,0.19,1229,524,278,395
13,1,0.62,0.5,175,1146,477,0.23,0.39
16,0,605,485,175,1145,0.4325,0.27,405
16,1,615,0.5,205,1.1055,0.4445,227,0.39
11,1,0.66,525,0.19,1.67,0.6525,0.4875,0.49
15,1,0.71,575,175,1555,0.6465,0.3705,0.52
12,1,565,0.45,185,0.9285,302,0.1805,265
16,1,0.57,435,0.14,0.8085,0.3235,183,0.22
16,2,0.6,445,175,1057,383,216,355
10,2,0.41,0.3,115,0.2595,97,0.0515,0.08
9,1,0.45,325,135,438,0.1805,0.1165,0.11
5,0,275,0.2,0.08,99,37,24,0.03
9,2,485,355,0.12,0.5085,0.21,122,135
13,1,0.62,485,165,1166,483,238,355
12,1,0.48,0.38,135,507,0.1915,0.1365,155
17,1,505,0.41,0.15,0.6345,243,0.1335,215
11,0,0.4,0.31,0.11,314,138,57,0.1
11,2,0.45,355,115,0.4385,184,108,0.1125
9,0,0.35,0.26,0.09,195,0.0745,41,0.0655
16,0,0.44,0.35,0.14,451,171,0.0705,184
7,0,265,0.2,65,84,34,0.0105,0.03
4,0,165,125,0.04,0.0245,0.0095,0.0045,8
19,1,705,555,0.2,1.4685,0.4715,0.3235,0.52
16,1,535,425,155,0.7765,302,0.1565,0.25
11,2,0.49,385,0.14,0.5425,198,127,175
15,1,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595
12,1,395,0.3,105,0.3375,0.1435,0.0755,98
12,2,375,0.28,0.1,0.2565,0.1165,0.0585,0.0725
10,0,345,265,0.09,163,0.0615,37,0.0485
12,2,0.55,415,135,0.8095,0.2985,0.2015,0.28
16,2,635,0.48,0.2,1.3655,0.6255,0.2595,425
13,2,575,475,0.17,967,0.3775,284,275
10,1,545,435,0.15,0.6855,0.2905,145,225
10,1,385,305,125,314,146,0.0555,0.08
11,1,0.51,0.34,0.18,0.7005,312,165,0.2
13,2,0.44,0.34,125,0.4895,0.1735,0.0875,0.2
12,2,0.45,0.36,125,0.45,191,0.0865,145
8,2,0.39,0.3,105,259,0.0955,38,85
12,1,425,325,135,382,0.1465,79,0.14
11,1,0.45,0.35,125,0.4435,185,0.09,145
15,2,0.66,525,0.18,1.6935,0.6025,0.4005,0.42
16,1,685,525,175,1.71,0.5415,309,0.58
12,1,585,475,185,0.8575,0.3465,0.1785,275
17,2,0.54,435,145,0.97,0.4285,0.22,264
12,1,0.49,0.39,135,0.59,215,125,0.1845
14,0,0.43,0.33,95,0.34,0.1315,85,112
13,1,455,365,0.11,385,166,46,0.1345
13,2,495,0.38,145,515,175,98,212
12,1,0.48,0.38,145,0.59,232,141,0.23
14,2,0.47,0.4,0.16,0.51,0.1615,73,198
11,0,415,0.32,0.1,0.3005,0.1215,0.0575,104
13,2,0.49,385,115,683,0.3265,0.1615,165
10,2,0.47,375,105,468,0.1665,108,0.17
11,2,445,345,0.13,0.4075,0.1365,0.0645,0.18
13,1,0.51,0.38,0.13,584,224,0.1355,185
15,1,0.52,405,145,829,0.3535,0.1685,205
8,2,475,365,0.14,0.4545,171,118,158
10,1,455,0.36,0.11,0.4385,206,98,125
10,2,435,0.34,0.11,407,0.1685,73,0.13
6,2,0.39,0.3,0.1,0.3085,0.1385,0.0735,85
8,2,375,285,0.1,239,105,0.0555,0.07
5,0,285,215,75,106,0.0415,23,35
20,2,0.58,445,0.17,1178,0.3935,0.2165,315
19,1,0.58,0.44,175,1073,0.4005,0.2345,335
9,0,0.41,315,95,306,121,0.0735,0.09
9,0,0.41,0.3,0.1,301,124,69,0.09
10,2,0.54,405,0.15,0.7585,307,0.2075,0.19
11,0,0.33,245,85,171,0.0655,0.0365,55
11,2,0.44,0.31,115,0.3625,134,82,0.12
5,0,0.28,0.21,65,0.0905,35,0.02,0.03
17,2,0.59,465,195,1.0885,0.3685,187,375
13,2,0.61,0.48,165,1097,0.4215,264,335
17,2,0.61,0.46,0.17,1278,0.41,257,0.37
12,0,455,345,125,0.44,169,0.1065,135
10,0,0.33,235,0.09,163,0.0615,34,55
16,2,0.44,0.33,135,522,0.17,0.0905,195
19,0,0.54,405,155,0.9715,0.3225,194,0.29
10,1,475,375,125,588,237,0.1715,155
10,1,0.46,0.33,0.15,0.5325,0.2085,0.1805,125
6,2,0.31,235,0.09,127,48,31,0.04
5,2,255,0.19,0.07,0.0815,28,16,31
8,0,335,255,75,0.1635,0.0615,0.0345,57
8,2,295,0.21,0.08,0.1,38,26,31
5,2,0.19,0.13,45,0.0265,9,5,9
19,0,545,435,165,0.9955,0.3245,0.2665,325
15,0,495,0.4,0.12,0.6605,0.2605,161,0.19
14,0,0.5,375,0.13,721,0.3055,0.1725,0.22
7,1,305,225,0.07,0.1485,0.0585,0.0335,45
13,1,475,0.35,115,487,194,0.1455,125
13,0,515,0.4,125,955,341,0.2535,0.26
18,0,545,0.41,145,873,0.3035,196,0.31
13,0,0.74,535,185,1.65,734,0.4505,335
16,0,565,465,0.15,1.1285,377,0.3525,0.33
10,0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26
13,0,545,0.42,125,0.9745,353,174,305
19,0,645,515,185,1.4605,0.5835,0.3155,0.41
10,0,575,435,0.13,1.0105,368,222,0.32
13,0,0.62,0.48,0.16,1.0765,412,253,0.3
13,1,605,0.45,165,1.2225,357,202,385
18,0,605,475,0.16,1616,0.5495,332,0.34
12,1,475,375,0.15,559,0.1955,0.1215,0.1945
9,0,365,285,85,0.2205,0.0855,0.0515,0.07
8,1,0.46,0.35,115,0.44,0.19,0.1025,0.13
10,0,0.53,0.43,135,879,0.28,0.2165,0.25
18,0,0.48,395,0.15,0.6815,0.2145,0.1405,0.2495
13,0,455,345,0.15,0.5795,0.1685,125,215
9,2,0.35,265,0.11,209,66,59,75
8,0,0.37,0.28,105,224,0.0815,0.0575,75
7,2,0.34,0.25,75,0.1765,0.0785,0.0405,0.05
8,2,0.35,0.28,75,196,82,0.04,64
6,2,0.35,265,0.08,192,81,0.0465,53
7,2,0.39,315,0.09,0.3095,147,0.05,0.09
7,2,395,0.31,95,313,131,72,93
6,2,415,0.31,105,0.3595,167,83,0.0915
7,2,0.43,0.32,0.1,0.3855,192,0.0745,0.1
8,2,0.48,355,115,0.5785,0.25,106,184
9,0,0.49,395,0.12,674,0.3325,0.1235,185
7,1,0.49,0.37,105,0.5265,249,0.1005,148
9,1,0.56,465,0.16,1.0315,432,0.2025,337
7,0,0.56,0.45,0.14,0.9,472,182,218
9,0,0.58,0.46,0.15,1.0165,491,221,265
8,1,0.58,0.48,0.18,1.2495,0.4945,0.27,371
8,0,0.59,0.47,135,1.1685,539,279,0.28
10,1,595,475,165,1148,444,214,0.37
11,0,0.6,475,0.15,1089,0.5195,223,292
9,0,0.61,0.47,155,1.0325,497,0.2175,0.2785
11,1,0.63,475,0.15,1172,536,254,316
10,0,0.64,0.51,0.17,1.3715,567,307,409
10,1,0.65,545,185,1.5055,0.6565,341,0.43
13,0,0.71,0.55,0.2,1.9045,882,0.44,0.5
13,0,0.74,605,0.2,2.4925,1.1455,575,0.5235
4,2,0.25,0.18,65,0.0805,0.0345,0.0185,0.0215
6,2,0.28,0.21,65,111,0.0425,0.0285,0.03
6,2,325,0.24,75,152,65,0.0305,45
5,2,0.35,265,95,199,73,49,0.06
6,2,0.36,0.27,0.09,219,97,0.0405,65
6,2,365,0.27,105,0.2155,0.0915,0.0475,63
6,2,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645
7,2,375,285,0.09,257,0.1045,62,75
6,2,0.38,275,95,0.2505,0.0945,0.0655,75
8,2,395,0.3,0.09,279,134,49,75
6,2,0.43,335,105,378,188,0.0785,0.09
8,2,0.44,0.35,125,456,0.21,0.0955,131
7,2,465,0.37,0.1,0.5055,234,0.11,0.14
7,1,465,355,115,0.4705,0.1955,118,126
8,0,0.48,0.37,0.13,643,349,0.1155,135
7,2,485,0.37,0.1,513,219,0.1075,0.13
9,1,0.49,0.4,115,569,256,0.1325,145
8,2,495,0.4,145,578,0.2545,0.1305,0.1645
8,2,0.5,385,0.11,596,0.3015,104,151
8,1,505,0.39,0.12,0.5725,0.2555,0.1325,146
7,0,0.52,0.39,0.12,0.6435,0.2885,157,161
7,0,0.52,395,125,0.8115,0.4035,166,0.2
7,1,525,0.44,125,0.7115,0.3205,159,0.1915
8,0,0.55,0.44,155,0.9155,0.3645,195,0.25
8,1,555,0.44,145,0.8815,0.43,0.1975,0.2155
8,1,555,0.42,0.11,931,0.4445,171,225
8,1,575,0.46,165,1065,0.4985,0.2145,0.2815
9,0,0.6,475,155,1.1385,502,0.2295,0.31
12,1,0.61,0.48,0.16,1234,598,238,315
10,1,0.61,495,175,1.2635,0.53,315,0.3455
8,1,0.61,0.47,0.16,1.0745,0.4925,236,0.29
8,0,615,505,0.19,1403,0.6715,0.2925,365
9,0,0.62,485,165,1.1325,0.5235,0.2505,0.2825
11,1,625,495,0.16,1.1115,0.4495,0.2825,345
10,1,625,0.47,0.17,1255,525,0.2415,405
11,0,625,485,0.17,1437,0.5855,293,475
10,0,635,495,155,1.3635,583,0.2985,295
9,1,0.64,0.48,195,1.1435,0.4915,0.2345,353
9,0,0.64,0.5,0.17,1.4545,642,0.3575,354
10,0,0.66,525,0.18,1478,0.5815,381,372
11,1,665,0.52,165,1.6885,0.7295,407,0.4265
10,1,715,585,0.23,2.0725,0.8655,0.4095,565
11,0,0.72,565,0.2,1787,718,385,529
9,1,725,0.58,185,1523,0.8045,0.3595,0.4375
3,2,165,0.12,0.05,21,0.0075,0.0045,14
4,2,0.21,0.15,55,0.0455,0.02,0.0065,13
6,2,355,265,85,0.2435,122,0.0525,0.06
6,2,0.4,315,85,0.2675,116,0.0585,0.0765
7,2,0.4,0.29,0.1,258,104,59,0.0815
6,2,0.4,0.3,0.11,0.2985,0.1375,71,75
7,2,435,335,0.11,411,0.2025,0.0945,0.1
7,2,0.44,0.33,0.11,0.38,197,79,0.09
8,2,0.45,0.34,105,0.4385,0.21,0.0925,0.12
6,2,465,345,105,0.4015,242,0.0345,109
7,2,0.47,355,145,0.4485,156,102,123
7,2,0.47,355,115,0.4155,167,84,139
8,2,475,0.42,0.16,0.7095,0.35,0.1505,0.1845
7,2,485,0.37,115,637,0.38,0.1335,128
8,1,505,475,0.16,1.1155,509,239,0.3065
8,2,0.51,405,0.13,599,0.3065,0.1155,0.1485
8,2,0.52,0.38,0.13,0.5345,0.2375,122,0.1535
8,1,0.53,0.42,0.14,627,0.2905,0.1165,183
10,0,535,0.42,0.16,0.7465,348,0.1515,0.2185
8,0,0.55,0.44,0.16,985,0.4645,201,0.27
8,0,555,0.44,145,0.85,0.4165,0.1685,0.23
8,0,555,0.44,0.15,838,0.4155,146,0.23
9,1,555,0.43,135,812,0.4055,163,0.2215
8,0,0.56,415,0.13,0.7615,0.3695,0.17,0.1955
8,0,575,0.44,145,0.87,0.3945,0.2195,225
9,1,585,0.45,145,0.9835,0.4845,242,0.22
10,0,0.59,0.46,145,929,0.38,0.24,255
9,1,595,0.47,165,1.0155,491,0.1905,289
8,0,0.6,0.41,145,939,0.4475,196,268
12,0,0.6,475,0.16,1164,0.5045,0.2635,335
10,0,0.61,0.47,175,1214,0.5315,0.2835,325
11,1,615,0.49,0.19,1.1345,0.4695,257,348
10,1,0.62,0.51,0.18,1233,592,274,322
10,0,625,495,0.18,1.0815,0.4715,254,0.3135
9,0,625,0.47,175,1179,605,258,271
11,1,0.64,0.5,165,1.1635,554,239,0.32
9,1,0.64,475,175,1.1545,0.4865,341,288
10,1,645,0.52,175,1.3345,667,0.2665,355
9,0,0.65,505,0.18,1469,0.7115,0.3335,0.38
11,0,655,0.52,0.18,1492,0.7185,0.36,355
11,1,655,0.54,175,1.5585,0.7285,402,385
9,1,0.66,0.5,175,1.3275,556,0.2805,0.4085
10,0,0.67,525,0.18,1.6615,0.8005,0.3645,0.43
12,1,0.69,525,0.19,1492,0.6425,0.3905,0.42
11,1,0.7,575,0.2,1.7365,0.7755,0.3965,461
11,1,0.7,0.56,175,1.6605,0.8605,0.3275,398
11,0,0.71,0.57,195,1348,0.8985,0.4435,0.4535
10,0,715,545,0.18,1.7405,871,347,449
11,1,0.72,545,185,1.7185,0.7925,401,468
3,2,215,0.15,55,41,15,9,0.0125
4,2,0.24,185,0.06,0.0655,0.0295,0.0005,0.02
4,2,0.26,205,0.07,97,0.0415,19,0.0305
6,2,0.32,0.24,85,131,0.0615,0.0265,38
6,2,0.33,0.23,85,0.1695,79,26,0.0505
6,2,335,0.26,85,192,97,0.03,54
7,2,0.35,0.26,0.09,0.1765,72,0.0355,0.0575
6,2,0.35,265,85,0.1735,0.0775,34,56
6,2,0.36,265,75,0.1785,0.0785,35,54
7,2,0.36,265,0.09,0.2055,96,37,0.0585
7,2,365,275,0.09,0.2345,108,51,0.0625
7,2,0.38,285,0.09,0.2305,0.1005,39,0.0775
6,2,0.4,0.31,115,314,0.1545,0.0595,87
6,2,0.4,315,0.09,0.33,151,68,0.08
9,2,0.4,265,0.1,0.2775,0.1245,0.0605,0.08
8,2,425,325,0.11,405,0.1695,92,0.1065
6,2,0.43,325,105,309,119,0.08,98
7,0,435,335,0.11,0.4385,0.2075,0.0715,0.1315
8,2,435,0.34,0.12,396,0.1775,81,125
8,2,445,355,95,0.3615,0.1415,0.0785,0.12
8,2,0.45,0.35,0.11,514,253,0.1045,0.14
8,2,455,435,0.11,0.4265,195,0.09,0.1205
8,2,0.46,0.34,0.09,384,0.1795,68,0.11
9,2,475,355,125,0.4865,0.2155,0.1105,142
8,2,475,0.36,135,0.4355,196,0.0925,125
7,2,475,0.35,115,498,0.2375,99,0.14
9,2,0.48,355,125,494,0.2385,0.0835,0.15
7,1,495,0.37,0.12,594,0.28,0.11,0.1375
9,2,0.5,365,125,528,229,103,0.1645
8,0,505,0.39,115,0.5585,0.2575,119,0.1535
9,2,515,0.4,135,636,0.3055,0.1215,0.1855
8,2,525,0.39,105,567,0.2875,0.1075,0.16
9,2,0.53,405,0.13,0.6615,0.2945,0.1395,0.19
8,2,0.53,0.42,0.13,658,296,0.1245,198
8,0,535,415,135,0.78,0.3165,169,0.2365
9,2,535,0.41,0.13,0.6075,268,0.1225,0.1975
8,2,0.54,0.41,135,0.7025,0.31,177,0.2
10,2,0.55,425,155,0.8725,412,187,0.2425
10,1,565,0.45,175,1.2365,0.5305,0.2455,308
10,0,0.57,0.47,155,1186,0.6355,0.2315,277
9,2,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365
8,1,0.57,0.42,0.16,0.8875,0.4315,0.1915,223
8,2,575,455,155,0.8725,349,0.2095,285
9,2,575,0.44,125,0.8515,0.4555,0.1715,0.1965
9,1,575,475,0.16,895,0.3605,221,271
9,0,575,0.45,155,886,0.3605,211,0.2575
10,2,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27
10,2,0.58,0.46,0.14,0.8295,0.3915,165,238
